Tier;Material Group;Raw material;Processstep;Impactcountry;Environmentalimpactgroup;Indicator unit;Material_ePKI_intensity;Valued_Ekpi_intensity
3.0;Metal;Metal - brass - conventional;Processing;Peru;Air emissions;kg;0.000954581443884;0.00302935233349
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Namibia;Land use;ha;0.0339713529;5.5257639191
4.0;Metal;Metal - aluminium;Extraction;Peru;Air emissions;kg;0.017818591846;0.0529810526175
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;New Zealand;Land use;ha;2.07941803755e-08;1.18838967711e-05
4.0;Metal;Metal - neodymium;Extraction;Peru;Air emissions;kg;0.0379867603647;0.197507796701
3.0;Animal Fibers;Animal Fibers - wool - organic;Washing;New Zealand;Land use;ha;2.07941803755e-08;1.18838967711e-05
4.0;Metal;Metal - zinc;Extraction;Peru;Air emissions;kg;0.00886730312809;0.0476362463656
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Washing;New Zealand;Land use;ha;2.09e-08;1.19443728019e-05
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Poland;Air emissions;kg;0.0067607059851;0.00756012108989
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;New Zealand;Land use;ha;1.17e-08;6.6865627647e-06
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;Poland;Air emissions;kg;0.0059560757;0.00700956970464
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;New Zealand;Land use;ha;1.17e-08;6.6865627647e-06
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Poland;Air emissions;kg;0.0446892326564;0.283826542465
3.0;Leather;Leather - goat - conventional;Tanning - WB_FL;Nigeria;Land use;ha;1.84e-08;9.93809741232e-06
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Poland;Air emissions;kg;0.0112337465581;0.0167593658888
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Nigeria;Land use;ha;1.17e-08;6.31933368066e-06
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;Nigeria;Land use;ha;1.84e-08;9.93809741232e-06
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Leather;Leather - sheep/goat - conventional;Tanning - WB_FL;Nigeria;Land use;ha;1.84e-08;9.93809741232e-06
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB - Metal-free;Norway;Land use;ha;9.7e-09;7.94705212668e-06
3.0;Animal Fibers;Animal Fibers - mohair - restorative grazing;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Processing;Norway;Land use;ha;0.0007168525;0.587305586045
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Pakistan;Land use;ha;0.0339698734407;3.33929861796
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0108841925132;0.0164012466472
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Paraguay;Land use;ha;1.17e-08;6.38848522962e-06
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0129834005336;0.0194810930161
3.0;Metal;Metal - aluminium;Processing;Peru;Land use;ha;7.06470966806e-07;0.000903115312995
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0129834005336;0.0194810930161
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Peru;Land use;ha;0.0339659933495;43.4203387772
3.0;Plant Fibers;Plant Fibers - cotton - organic;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.00373985723364;0.00751844305206
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Poland;Land use;ha;3.93363e-07;0.000234458841106
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0129834005336;0.0194810930161
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Poland;Land use;ha;1.17e-08;6.97363107597e-06
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0129834005336;0.0194810930161
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Poland;Land use;ha;3.09346e-05;0.0184381613575
3.0;Synthetic Fibers;Synthetic Fibers - polyester - recycled;Spinning Weaving and Dyeing;Portugal;Air emissions;kg;0.0129834005336;0.0194810930161
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Portugal;Land use;ha;9.28616006052e-07;0.000530176443224
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;Portugal;Air emissions;kg;0.0029810418;0.00664169157671
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Portugal;Land use;ha;9.28616006052e-07;0.000530176443224
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Romania;Air emissions;kg;0.00301591858464;0.00322681774415
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Portugal;Land use;ha;9.28616006052e-07;0.000530176443224
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Romania;Air emissions;kg;0.0356859785012;0.2707342552
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Portugal;Land use;ha;1.34485280705e-06;0.000767819285104
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Saudi Arabia;Air emissions;kg;0.0056680155;0.0059749213458
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Spinning Weaving and Dyeing;Portugal;Land use;ha;1.34485280705e-06;0.000767819285104
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;Saudi Arabia;Air emissions;kg;0.0029810418;0.00315533888035
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Portugal;Land use;ha;1.34485280705e-06;0.000767819285104
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB - Metal-free;Serbia;Air emissions;kg;0.0042700124;0.00478504965152
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Portugal;Land use;ha;1.34485280705e-06;0.000767819285104
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - WB_FL;Serbia;Air emissions;kg;0.0029810418;0.00373558322648
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Portugal;Land use;ha;1.34485280705e-06;0.000767819285104
3.0;Precious skin;Precious skin - croc and gator - farmed;Tanning - precious skins;South Africa;Air emissions;kg;0.0185228139668;0.0123653887922
3.0;Leather;Leather - beef - calf - conventional;Tanning - WB_FL;Portugal;Land use;ha;1.84e-08;1.0505145821e-05
3.0;Precious skin;Precious skin - other - farmed;Tanning - precious skins;South Africa;Air emissions;kg;0.0185228139668;0.0123653887922
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Portugal;Land use;ha;1.54684e-05;0.00883140204447
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Washing;South Africa;Air emissions;kg;0.00562258660632;0.00490429901746
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Portugal;Land use;ha;3.09346e-05;0.0176615480389
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;South Africa;Air emissions;kg;0.0179633148173;0.014955330953
4.0;Plant Fibers;Plant Fibers - cotton - conventional;Crop farming;Portugal;Land use;ha;0.000775774957968;0.310212789599
3.0;Fur;Fur;Tanning - RH_WB;South Africa;Air emissions;kg;0.0056121618;0.00582086786631
3.0;Animal Fibers;Animal Fibers - wool - conventional;Washing;Romania;Land use;ha;3.13631356084e-08;1.72731473678e-05
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Washing;South Africa;Air emissions;kg;0.0032235556;0.00325547165098
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Romania;Land use;ha;1.02627e-07;5.65214944401e-05
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;South Africa;Air emissions;kg;0.0847178129871;0.571893306478
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Romania;Land use;ha;1.17e-08;6.44373785601e-06
3.0;Metal;Metal - titanium;Processing;South Africa;Air emissions;kg;0.0373033422;0.0581250742225
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;Saudi Arabia;Land use;ha;1.17e-08;1.77888339252e-06
3.0;Metal;Metal - palladium - solid;Processing;South Africa;Air emissions;kg;105.382616278;149.227871127
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Processing;Singapore;Land use;ha;9.20727750687e-05;0.118411629357
4.0;Metal;Metal - platinum;Extraction;South Africa;Air emissions;kg;1169.35230245;1546.26551154
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Slovenia;Land use;ha;5.73408e-08;3.66420762135e-05
4.0;Metal;Metal - ruthenium;Extraction;South Africa;Air emissions;kg;54.1816037876;71.6457701604
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Slovenia;Land use;ha;1.54673e-05;0.00988395671873
4.0;Metal;Metal - gold - 24kt - conventional;Extraction;South Africa;Air emissions;kg;381.138057897;541.897118573
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Washing;South Africa;Land use;ha;2.0635673892e-08;5.52330069329e-06
3.0;Animal Fibers;Animal Fibers - wool - conventional;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0106466586508;0.03351848776
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;South Africa;Land use;ha;1.17e-08;3.13159717728e-06
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0106466586508;0.03351848776
3.0;Metal;Metal - platinum;Processing;South Africa;Land use;ha;0.027242984;7.29179929873
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0131794007111;0.0417224561439
3.0;Metal;Metal - titanium;Processing;South Africa;Land use;ha;5.4169e-06;0.0014498759615
3.0;Plastic;Plastic - pp;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0127064708111;0.0399494695494
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;South Africa;Land use;ha;2.50245745992e-05;0.00669802454509
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0127064708111;0.0399494695494
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Spain;Land use;ha;9.20129005203e-07;0.000580515213799
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0127064708111;0.0399494695494
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0127064708111;0.0399494695494
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Spinning Weaving and Dyeing;Spain;Air emissions;kg;0.0127064708111;0.0399494695494
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Spain;Air emissions;kg;0.0056680155;0.0277772855361
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Leather;Leather - goat - conventional;Tanning - RH_WB;Spain;Air emissions;kg;0.0056680155;0.0277772855361
3.0;Plant Fibers;Plant Fibers - linen - conventional;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Spain;Air emissions;kg;0.0056680155;0.0277772855361
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Sweden;Air emissions;kg;0.000482484667958;0.00166971961204
3.0;Synthetic Fibers;Synthetic Fibers - nylon - Econyl;Spinning Weaving and Dyeing;Spain;Land use;ha;1.33495820606e-06;0.000842233582491
3.0;Metal;Metal - gold - 18kt - yellow - conventional;Processing;Switzerland;Air emissions;kg;0.2461260932;2.92426921905
3.0;Leather;Leather - sheep/goat - conventional;Tanning - RH_WB;Spain;Land use;ha;4.8051430914e-07;0.000303159519292
3.0;Animal Fibers;Animal Fibers - silk - conventional;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00780361926948;0.0529250469543
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Washing;Spain;Land use;ha;4.162560828e-09;2.6261859754e-06
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00780361926948;0.0529250469543
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB - Metal-free;Spain;Land use;ha;9.7e-09;6.119791401e-06
3.0;Animal Fibers;Animal Fibers - wool - restorative grazing;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00780361926948;0.0529250469543
3.0;Fur;Fur;Tanning - RH_WB;Spain;Land use;ha;1.17e-08;7.381604061e-06
3.0;Cellulose based Fibers;Cellulose based Fibers - acetate;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00939190294723;0.0642411645021
3.0;Synthetic Fibers;Synthetic Fibers - nylon - conventional;Processing;Spain;Land use;ha;3.09346e-05;0.019516834956
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00939190294723;0.0642411645021
3.0;Natural Stones;Natural Stones - precious stones - conventional;Processing;Sri Lanka;Land use;ha;0.0339713529;30.0660158117
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00986483284723;0.0680715737087
3.0;Natural Stones;Natural Stones - semi precious stones - conventional;Processing;Sri Lanka;Land use;ha;0.0293704726;25.9940514052
3.0;Plant Fibers;Plant Fibers - cotton - organic;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00986483284723;0.0680715737087
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Sweden;Land use;ha;5.8752e-09;4.14099036222e-06
3.0;Synthetic Fibers;Synthetic Fibers - elastic;Spinning Weaving and Dyeing;Switzerland;Air emissions;kg;0.00939190294723;0.0642411645021
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Sweden;Land use;ha;4.17024e-09;2.93929119828e-06
3.0;Leather;Leather - beef - calf - conventional;Tanning - RH_WB;Switzerland;Air emissions;kg;0.0056680155;0.0660633701692
3.0;Animal Fibers;Animal Fibers - wool - organic;Spinning Weaving and Dyeing;Switzerland;Land use;ha;8.68100142065e-07;0.000686017040178
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Dissolving pulp production;Switzerland;Air emissions;kg;0.029441437358;1.59689220142
3.0;Animal Fibers;Animal Fibers - wool - regenerated;Spinning Weaving and Dyeing;Switzerland;Land use;ha;8.68100142065e-07;0.000686017040178
4.0;Synthetic Stones;Synthetic Stones;Extraction;Switzerland;Air emissions;kg;0.0011883755;0.0102542554993
3.0;Cellulose based Fibers;Cellulose based Fibers - certified;Spinning Weaving and Dyeing;Switzerland;Land use;ha;1.27430016563e-06;0.00100701703129
4.0;Metal;Metal - brass - conventional;Extraction;Switzerland;Air emissions;kg;0.6299967743;7.90089442139
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Spinning Weaving and Dyeing;Switzerland;Land use;ha;1.27430016563e-06;0.00100701703129
3.0;Plant Fibers;Plant Fibers - cotton - organic;Ginning;Tanzania;Air emissions;kg;0.0049711128558;0.00471676817436
3.0;Plant Fibers;Plant Fibers - cotton - recycled;Spinning Weaving and Dyeing;Switzerland;Land use;ha;1.27430016563e-06;0.00100701703129
3.0;Paper;Paper - paper and cardboard - recycled;Processing;Thailand;Air emissions;kg;0.00467314748241;0.0298936663643
3.0;Plant Fibers;Plant Fibers - linen - organic;Spinning Weaving and Dyeing;Switzerland;Land use;ha;1.27430016563e-06;0.00100701703129
3.0;Plant Fibers;Plant Fibers - cotton - conventional;Ginning;Thailand;Air emissions;kg;0.00516945148403;0.0232756941887
3.0;Synthetic Fibers;Synthetic Fibers - acrylic;Spinning Weaving and Dyeing;Switzerland;Land use;ha;1.27430016563e-06;0.00100701703129
3.0;Leather;Leather - sheep - lamb - conventional;Tanning - RH_WB;Tunisia;Air emissions;kg;0.0056121618;0.00325810124554
3.0;Metal;Metal - gold - 18kt - yellow - Kering responsible;Processing;Switzerland;Land use;ha;0.00136671362868;1.08004686658
3.0;Cellulose based Fibers;Cellulose based Fibers - uncertified;Staple fiber production;Tunisia;Air emissions;kg;0.0014249522;0.000956245383572
3.0;Metal;Metal - gold - 9kt - white - Kering responsible;Processing;Switzerland;Land use;ha;0.000817883075951;0.64633295145
3.0;Animal Fibers;Animal Fibers - cashmere - conventional;Spinning Weaving and Dyeing;Turkey;Air emissions;kg;0.0134743456011;0.0118228554903
3.0;Metal;Metal - gold - 24kt - Kering responsible;Processing;Switzerland;Land use;ha;0.00175866482461;1.38978670684
3.0;Animal Fibers;Animal Fibers - cashmere - regenerated;Spinning Weaving and Dyeing;Turkey;Air emissions;kg;0.0134743456011;0.0118228554903
3.0;Synthetic Fibers;Synthetic Fibers - polyester - conventional;Processing;Switzerland;Land use;ha;1.54673e-05;0.0122230499125
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Spinning Weaving and Dyeing;Turkey;Air emissions;kg;0.0134743456011;0.0118228554903
3.0;Metal;Metal - brass - conventional;Processing;Switzerland;Land use;ha;1.60974460984e-08;1.27210235222e-05
3.0;Animal Fibers;Animal Fibers - mohair - conventional;Washing;Turkey;Air emissions;kg;0.00399370901418;0.0039140169096
